#{"t_start": 1521428186.542729, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,23,1348.27503
0.0,23,1348.541839
0.0,23,1348.817924
0.0,21,1349.072695
0.0,23,1349.292472
0.0,23,1349.511781
0.0,23,1349.750813
1.0,51,1350.299557
0.0,23,1350.537357
0.0,21,1350.751692
0.0,23,1350.991673
0.0,23,1351.226001
0.0,23,1351.455241
0.0,23,1351.682252
0.0,23,1351.905264
0.0,23,1352.12228
0.0,23,1352.333364
1.0,51,1352.820546
0.0,23,1353.033537
0.0,23,1353.254456
0.0,23,1353.473076
1.0,51,1353.967229
0.0,23,1354.190993
0.0,21,1354.382743
0.0,23,1354.59285
0.0,23,1354.802572
0.0,23,1355.020934
0.0,23,1355.259687
0.0,21,1355.469889
0.0,23,1355.697586
0.0,23,1355.927447
0.0,23,1356.159353
1.0,51,1356.656198
1.0,53,1357.203804
0.0,23,1357.444574
0.0,23,1357.695432
0.0,23,1357.949754
0.0,23,1358.216241
0.0,23,1358.472806
0.0,23,1358.72275
0.0,21,1358.957642
0.0,23,1359.21092
0.0,23,1359.478425
0.0,23,1359.717434
0.0,23,1359.935346
1.0,51,1360.449502
0.0,21,1360.649491
0.0,23,1360.868646
1.0,51,1361.359586
0.0,23,1361.615687
0.0,21,1361.850282
1.0,53,1362.428227
0.0,23,1362.661149
2.0,98,1363.64343
0.0,23,1363.890637
0.0,23,1364.134502
0.0,23,1364.386131
2.0,101,1365.493407
0.0,23,1365.740592
0.0,23,1365.98235
0.0,21,1366.206316
0.0,23,1366.451602
0.0,23,1366.705854
0.0,23,1366.946336
0.0,23,1367.176639
0.0,23,1367.404068
0.0,21,1367.612313
0.0,23,1367.84996
0.0,23,1368.061202
0.0,23,1368.265574
3.0,129,1369.582198
0.0,23,1369.828585
0.0,23,1370.094679
0.0,23,1370.339629
0.0,23,1370.582769
0.0,23,1370.80706
0.0,21,1371.02638
0.0,23,1371.253021
0.0,23,1371.47423
0.0,23,1371.6903
1.0,69,1372.31742
0.0,23,1372.530336
1.0,69,1373.235601
0.0,23,1373.472708
1.0,72,1374.23216
0.0,23,1374.483391
0.0,23,1374.730265
0.0,23,1374.981965
0.0,23,1375.223061
0.0,23,1375.469244
0.0,23,1375.72225
0.0,23,1375.96401
0.0,23,1376.1951
1.0,67,1376.808385
2.0,122,1378.038846
1.0,69,1378.73277
0.0,23,1378.942798
2.0,98,1379.868646
0.0,21,1380.065445
0.0,23,1380.291668
0.0,23,1380.498407
4.0,176,1382.156381
0.0,23,1382.387173
0.0,23,1382.61377
0.0,21,1382.815171
0.0,23,1383.03339
0.0,23,1383.254221
0.0,23,1383.482423
0.0,23,1383.704074
0.0,23,1383.922359
0.0,23,1384.134016
1.0,69,1384.752503
0.0,23,1384.968516
0.0,23,1385.177565
0.0,23,1385.389665
1.0,51,1385.877946
0.0,23,1386.09709
0.0,23,1386.322053
0.0,23,1386.540369
0.0,23,1386.756949
0.0,21,1386.956985
1.0,68,1387.593846
2.0,98,1388.52552
0.0,21,1388.722827
0.0,21,1388.926046
1.0,71,1389.60375
0.0,23,1389.823625
1.0,72,1390.512692
0.0,23,1390.731626
0.0,23,1390.946579
1.0,67,1391.571355
0.0,23,1391.789187
0.0,23,1392.014553
0.0,21,1392.211039
0.0,23,1392.426654
0.0,23,1392.643762
0.0,23,1392.859121
0.0,23,1393.084559
0.0,23,1393.301951
1.0,51,1393.779265
0.0,23,1394.002795
0.0,23,1394.219313
0.0,23,1394.443583
0.0,21,1394.643375
0.0,23,1394.861319
0.0,23,1395.078197
0.0,23,1395.293343
0.0,23,1395.516173
0.0,23,1395.735816
0.0,23,1395.951909
2.0,117,1397.05213
0.0,23,1397.267005
0.0,23,1397.493087
2.0,98,1398.41174
1.0,71,1399.067677
1.0,72,1399.735476
0.0,23,1399.9504
0.0,23,1400.172533
0.0,21,1400.366863
0.0,21,1400.56446
0.0,23,1400.78114
0.0,23,1400.995513
0.0,23,1401.217087
3.0,145,1402.553613
0.0,21,1402.750507
0.0,23,1402.967124
0.0,23,1403.182431
0.0,23,1403.407277
0.0,21,1403.609213
0.0,23,1403.828223
1.0,72,1404.504342
0.0,21,1404.702724
0.0,23,1404.927159
0.0,23,1405.146646
0.0,23,1405.361931
1.0,67,1405.991621
0.0,23,1406.209678
0.0,23,1406.430396
0.0,23,1406.646424
0.0,23,1406.865625
0.0,23,1407.080086
0.0,23,1407.29794
0.0,23,1407.520632
0.0,23,1407.738902
1.0,67,1408.365365
1.0,51,1408.842334
0.0,23,1409.057723
0.0,23,1409.2816
1.0,49,1409.738798
0.0,23,1409.953516
0.0,23,1410.166859
0.0,23,1410.381899
1.0,69,1411.028236
0.0,21,1411.227205
1.0,72,1411.893282
0.0,21,1412.095828
1.0,71,1412.756678
0.0,23,1412.983899
0.0,21,1413.183296
0.0,23,1413.400334
0.0,21,1413.600587
0.0,21,1413.797211
0.0,23,1414.021547
0.0,21,1414.213891
2.0,98,1415.124895
1.0,74,1415.812854
0.0,21,1416.007481
2.0,98,1416.922387
0.0,21,1417.115903
1.0,71,1417.777809
0.0,23,1417.996308
1.0,72,1418.660856
0.0,23,1418.882976
0.0,23,1419.100551
0.0,23,1419.313936
0.0,23,1419.530404
0.0,23,1419.744583
0.0,23,1419.966374
2.0,117,1421.048565
0.0,23,1421.263333
0.0,23,1421.479356
0.0,21,1421.676421
0.0,23,1421.900323
0.0,23,1422.111174
0.0,23,1422.325804
0.0,21,1422.518422
1.0,50,1422.985432
0.0,23,1423.208292
1.0,67,1423.825612
0.0,23,1424.038105
0.0,23,1424.24866
0.0,23,1424.462236
0.0,23,1424.686257
0.0,23,1424.899757
0.0,21,1425.096015
0.0,23,1425.314321
0.0,23,1425.527163
1.0,70,1426.188694
0.0,23,1426.401524
1.0,72,1427.068959
0.0,23,1427.28321
0.0,23,1427.497376
0.0,23,1427.721031
0.0,23,1427.940083
0.0,21,1428.139502
1.0,68,1428.773973
1.0,53,1429.273562
0.0,23,1429.493049
0.0,21,1429.688178
0.0,23,1429.965087
0.0,23,1430.277968
0.0,23,1430.558326
0.0,23,1430.830048
2.0,98,1431.827351
0.0,23,1432.042901
0.0,21,1432.237434
0.0,23,1432.455326
0.0,23,1432.676564
0.0,21,1432.873549
2.0,96,1433.767246
0.0,23,1433.982321
0.0,23,1434.195722
0.0,23,1434.417968
1.0,51,1434.891867
1.0,71,1435.54739
0.0,21,1435.744482
0.0,23,1435.957935
0.0,23,1436.180875
0.0,23,1436.395786
2.0,114,1437.447082
0.0,23,1437.660557
0.0,23,1437.873267
0.0,23,1438.098299
1.0,67,1438.716819
0.0,23,1438.92945
0.0,23,1439.142864
0.0,23,1439.356391
0.0,23,1439.586824
1.0,69,1440.233782
0.0,21,1440.434377
0.0,23,1440.647264
0.0,21,1440.843553
0.0,23,1441.068531
0.0,23,1441.278813
0.0,21,1441.47629
0.0,23,1441.691186
2.0,116,1442.765984
0.0,23,1442.984971
1.0,67,1443.609615
0.0,23,1443.824966
0.0,23,1444.039255
0.0,23,1444.252357
1.0,69,1444.905058
0.0,23,1445.117962
0.0,21,1445.313148
0.0,21,1445.50891
1.0,72,1446.173231
0.0,23,1446.393685
0.0,23,1446.611784
0.0,21,1446.809049
0.0,21,1447.005193
0.0,23,1447.219968
1.0,69,1447.863092
1.0,72,1448.519962
1.0,71,1449.176562
1.0,72,1449.89625
1.0,74,1450.579419
0.0,23,1450.804175
0.0,21,1450.998753
0.0,23,1451.21305
0.0,23,1451.425115
0.0,23,1451.637972
0.0,23,1451.859139
0.0,23,1452.073518
2.0,118,1453.160874
0.0,23,1453.375753
0.0,23,1453.591381
1.0,51,1454.076948
0.0,21,1454.277724
0.0,23,1454.493487
0.0,23,1454.709754
0.0,21,1454.905635
0.0,23,1455.126673
0.0,23,1455.339465
0.0,23,1455.551993
1.0,67,1456.164018
1.0,51,1456.647599
0.0,23,1456.866139
0.0,23,1457.07974
0.0,23,1457.293523
2.0,117,1458.374142
0.0,23,1458.591029
0.0,23,1458.814416
1.0,67,1459.433599
0.0,23,1459.647222
0.0,23,1459.859303
2.0,118,1460.953369
0.0,23,1461.177106
0.0,23,1461.391647
0.0,23,1461.605653
0.0,23,1461.824214
0.0,23,1462.037488
0.0,23,1462.260531
0.0,23,1462.473704
0.0,21,1462.667537
0.0,21,1462.862113
0.0,23,1463.075195
0.0,23,1463.299944
1.0,67,1463.922239
0.0,23,1464.137596
0.0,23,1464.355065
0.0,23,1464.567432
0.0,23,1464.792431
0.0,23,1465.003837
0.0,23,1465.221323
0.0,23,1465.435055
1.0,71,1466.087715
0.0,23,1466.312127
2.0,96,1467.19943
0.0,23,1467.410027
0.0,23,1467.622593
0.0,23,1467.835082
0.0,23,1468.05744
0.0,21,1468.259236
0.0,21,1468.456364
0.0,23,1468.66977
0.0,23,1468.882625
0.0,23,1469.104031
0.0,21,1469.299557
0.0,23,1469.512753
1.0,69,1470.155507
0.0,21,1470.34923
0.0,23,1470.572065
0.0,23,1470.787591
0.0,21,1470.986533
0.0,23,1471.199082
0.0,21,1471.397686
0.0,23,1471.619042
0.0,23,1471.833382
0.0,23,1472.047457
0.0,23,1472.257251
0.0,21,1472.45517
0.0,23,1472.674055
0.0,23,1472.886764
0.0,23,1473.097158
2.0,82,1473.853998
0.0,23,1474.071834
0.0,23,1474.294571
0.0,23,1474.511621
0.0,23,1474.725394
1.0,67,1475.349953
0.0,23,1475.56492
1.0,69,1476.216565
0.0,23,1476.436909
0.0,23,1476.652878
0.0,23,1476.865846
1.0,73,1477.535508
0.0,23,1477.756454
0.0,23,1477.971442
0.0,23,1478.184197
1.0,49,1478.645522
0.0,23,1478.858136
0.0,23,1479.076674
0.0,23,1479.29378
0.0,23,1479.507852
0.0,23,1479.72385
0.0,23,1479.935783
2.0,121,1481.065899
1.0,72,1481.735492
0.0,23,1481.949894
0.0,21,1482.147734
0.0,23,1482.363225
2.0,98,1483.284693
1.0,71,1483.951219
1.0,72,1484.620633
0.0,23,1484.833843
1.0,74,1485.525259
0.0,23,1485.745855
0.0,23,1485.958181
0.0,21,1486.159954
0.0,23,1486.373883
0.0,21,1486.568767
0.0,23,1486.788321
0.0,23,1487.002023
0.0,23,1487.218709
0.0,23,1487.431225
0.0,21,1487.627077
0.0,23,1487.845703
0.0,21,1488.039933
0.0,21,1488.233282
1.0,69,1488.873179
0.0,21,1489.094563
0.0,23,1489.333271
0.0,23,1489.562816
0.0,23,1489.792217
0.0,23,1490.018464
0.0,23,1490.246844
0.0,23,1490.485337
0.0,23,1490.711566
0.0,23,1490.937431
0.0,23,1491.164517
0.0,21,1491.373344
0.0,23,1491.608712
1.0,53,1492.104942
0.0,23,1492.323202
0.0,23,1492.540765
0.0,23,1492.757976
0.0,23,1492.981542
0.0,21,1493.177325
0.0,23,1493.390763
0.0,21,1493.587083
0.0,21,1493.780759
0.0,23,1494.00391
0.0,23,1494.218236
0.0,23,1494.431349
0.0,23,1494.641809
0.0,23,1494.854466
1.0,51,1495.336164
0.0,23,1495.548959
0.0,21,1495.745228
1.0,68,1496.375987
0.0,23,1496.590557
0.0,23,1496.812451
0.0,21,1497.006519
0.0,23,1497.223078
0.0,23,1497.439108
0.0,23,1497.65032
1.0,69,1498.309729
0.0,23,1498.525426
0.0,21,1498.723179
0.0,21,1498.919423
0.0,23,1499.13391
0.0,23,1499.363397
0.0,23,1499.580793
0.0,23,1499.799262
3.0,148,1501.186706
0.0,23,1501.401606
0.0,23,1501.621907
0.0,23,1501.840908
0.0,23,1502.059773
0.0,23,1502.276331
0.0,23,1502.49362
1.0,70,1503.162203
1.0,49,1503.625394
0.0,23,1503.842424
0.0,23,1504.062325
0.0,23,1504.280583
0.0,23,1504.50369
0.0,23,1504.718711
0.0,23,1504.934369
0.0,23,1505.14707
0.0,23,1505.365213
0.0,23,1505.588153
0.0,23,1505.805194
0.0,23,1506.027995
0.0,23,1506.252364
0.0,23,1506.470919
0.0,23,1506.694179
0.0,23,1506.91079
0.0,23,1507.126627
0.0,23,1507.345949
0.0,23,1507.564938
1.0,69,1508.229353
0.0,23,1508.447729
1.0,51,1508.920568
0.0,21,1509.116605
0.0,23,1509.334788
0.0,23,1509.554958
0.0,23,1509.771608
0.0,23,1509.987473
0.0,23,1510.205543
0.0,23,1510.423315
0.0,23,1510.645505
0.0,23,1510.861676
0.0,23,1511.078548
1.0,67,1511.75554
0.0,23,1512.039956
0.0,23,1512.31132
0.0,23,1512.572939
0.0,23,1512.830781
0.0,23,1513.09117
0.0,23,1513.340116
0.0,23,1513.578928
0.0,23,1513.811093
0.0,23,1514.039576
0.0,23,1514.268399
0.0,23,1514.500828
0.0,23,1514.739504
1.0,72,1515.452542
0.0,21,1515.662787
0.0,23,1515.889709
1.0,72,1516.609216
1.0,69,1517.27645
1.0,72,1517.941646
0.0,21,1518.136148
0.0,23,1518.349132
0.0,21,1518.541622
0.0,23,1518.765547
0.0,23,1518.98512
1.0,51,1519.456284
1.0,69,1520.110103
0.0,23,1520.339226
0.0,23,1520.556246
0.0,23,1520.774142
0.0,23,1520.990859
0.0,23,1521.204335
0.0,21,1521.40005
0.0,23,1521.630674
0.0,23,1521.864464
0.0,21,1522.077061
0.0,23,1522.326354
0.0,21,1522.558245
0.0,23,1522.829943
0.0,23,1523.084409
1.0,70,1523.841492
0.0,23,1524.067969
0.0,23,1524.280396
0.0,23,1524.509359
0.0,23,1524.729362
0.0,23,1524.959261
0.0,23,1525.185853
0.0,23,1525.411572
0.0,23,1525.65023
0.0,23,1525.879838
0.0,23,1526.119637
1.0,49,1526.641063
0.0,23,1526.886521
0.0,23,1527.138665
0.0,23,1527.380886
0.0,23,1527.617893
0.0,23,1527.857089
0.0,23,1528.093578
1.0,69,1528.8261
0.0,23,1529.067368
1.0,74,1529.836996
0.0,23,1530.067375
0.0,23,1530.283669
0.0,23,1530.523839
0.0,23,1530.749797
0.0,23,1530.986384
0.0,23,1531.23831
0.0,21,1531.467083
0.0,23,1531.733507
2.0,96,1532.832615
0.0,21,1533.079426
0.0,23,1533.347575
0.0,23,1533.619463
0.0,23,1533.902784
0.0,23,1534.176496
0.0,21,1534.422183
0.0,21,1534.671453
0.0,21,1534.922975
0.0,23,1535.173243
0.0,21,1535.388162
0.0,23,1535.620135
0.0,21,1535.836003
0.0,23,1536.075948
0.0,23,1536.333601
0.0,23,1536.585124
2.0,83,1537.503413
0.0,23,1537.718395
0.0,23,1537.944325
0.0,23,1538.180303
0.0,23,1538.406963
0.0,21,1538.621067
0.0,23,1538.848673
0.0,21,1539.060533
0.0,23,1539.296165
1.0,49,1539.772586
0.0,23,1539.99722
0.0,23,1540.217219
0.0,21,1540.424789
0.0,23,1540.670742
0.0,23,1540.878056
0.0,23,1541.084094
1.0,72,1541.767827
0.0,23,1541.978816
1.0,51,1542.442681
0.0,21,1542.644625
0.0,23,1542.887357
0.0,23,1543.126504
1.0,71,1543.893008
0.0,23,1544.142675
0.0,23,1544.433505
0.0,21,1544.680979
0.0,23,1544.96025
0.0,23,1545.236784
0.0,23,1545.524745
0.0,23,1545.805506
1.0,69,1546.616755
0.0,21,1546.864514
0.0,23,1547.110276
0.0,23,1547.368374
1.0,51,1547.916462
0.0,23,1548.165128
0.0,23,1548.410665
0.0,21,1548.604877
0.0,23,1548.826139
0.0,23,1549.04225
0.0,23,1549.263446
0.0,23,1549.473386
0.0,23,1549.681636
0.0,23,1549.897919
0.0,21,1550.09311
0.0,23,1550.30742
0.0,23,1550.521615
0.0,23,1550.736004
1.0,51,1551.217775
1.0,69,1551.865053
0.0,23,1552.080596
0.0,23,1552.295464
0.0,23,1552.519885
0.0,23,1552.754521
0.0,23,1552.990187
0.0,23,1553.231373
0.0,23,1553.436695
0.0,23,1553.646655
1.0,71,1554.286706
3.0,150,1555.705847
1.0,72,1556.382156
0.0,23,1556.597022
0.0,23,1556.822913
0.0,23,1557.079316
0.0,23,1557.302161
1.0,71,1557.979084
0.0,23,1558.218238
0.0,23,1558.438079
0.0,23,1558.668784
0.0,23,1558.892756
0.0,23,1559.128285
2.0,96,1560.07861
0.0,23,1560.294512
0.0,23,1560.513781
0.0,23,1560.748333
0.0,23,1560.978098
2.0,96,1561.92886
1.0,71,1562.673542
1.0,51,1563.245144
0.0,23,1563.494286
0.0,23,1563.736745
0.0,21,1563.952931
0.0,23,1564.188784
0.0,23,1564.431969
1.0,51,1564.920558
0.0,21,1565.11821
0.0,23,1565.332556
1.0,51,1565.811685
2.0,84,1566.634574
0.0,23,1566.866813
0.0,23,1567.092364
0.0,21,1567.301682
0.0,23,1567.534889
1.0,51,1568.067797
0.0,21,1568.269252
1.0,51,1568.744075
0.0,21,1568.955384
0.0,23,1569.183859
1.0,69,1569.87657
3.0,169,1571.574381
0.0,23,1571.82408
0.0,21,1572.017202
0.0,21,1572.203357
0.0,23,1572.420699
1.0,67,1573.041223
0.0,23,1573.260886
0.0,21,1573.488915
0.0,23,1573.730117
0.0,23,1573.970612
0.0,21,1574.16945
0.0,23,1574.374156
0.0,23,1574.591726
0.0,23,1574.809712
0.0,23,1575.062574
0.0,23,1575.301278
0.0,23,1575.547265
0.0,23,1575.78616
0.0,21,1576.002859
0.0,23,1576.257247
0.0,23,1576.467644
2.0,98,1577.399297
1.0,71,1578.127878
1.0,72,1578.874503
1.0,69,1579.614886
1.0,72,1580.4083
0.0,23,1580.653325
1.0,51,1581.183967
0.0,23,1581.421273
0.0,23,1581.670372
1.0,67,1582.351804
0.0,23,1582.585488
1.0,51,1583.11852
0.0,23,1583.360495
0.0,23,1583.614567
1.0,71,1584.338273
0.0,23,1584.57187
0.0,21,1584.787559
0.0,23,1585.028642
0.0,23,1585.292066
0.0,23,1585.550551
0.0,23,1585.811469
0.0,23,1586.073679
0.0,23,1586.336407
0.0,23,1586.602003
0.0,23,1586.851763
0.0,23,1587.105417
0.0,21,1587.340404
0.0,23,1587.5963
0.0,23,1587.867587
0.0,23,1588.125361
0.0,21,1588.361698
0.0,23,1588.617269
0.0,23,1588.878238
0.0,23,1589.129046
0.0,23,1589.372359
1.0,51,1589.897331
0.0,23,1590.136194
2.0,98,1591.239901
0.0,23,1591.461996
0.0,23,1591.697487
0.0,21,1591.902229
1.0,69,1592.611594
0.0,23,1592.871907
0.0,23,1593.150452
0.0,23,1593.415339
0.0,23,1593.683563
0.0,23,1593.948594
0.0,23,1594.183187
2.0,98,1595.23365
0.0,21,1595.465067
1.0,74,1596.274578
0.0,23,1596.527403
1.0,72,1597.315894
0.0,23,1597.577674
0.0,23,1597.83037
0.0,21,1598.061331
0.0,23,1598.315666
0.0,23,1598.56932
0.0,23,1598.831781
0.0,21,1599.063066
0.0,23,1599.317749
0.0,23,1599.570254
0.0,23,1599.820049
0.0,23,1600.082047
0.0,23,1600.337034
0.0,23,1600.591226
0.0,23,1600.843018
0.0,23,1601.098846
1.0,71,1601.888555
0.0,23,1602.141677
0.0,23,1602.391477
0.0,21,1602.619669
0.0,23,1602.872118
0.0,23,1603.131895
0.0,23,1603.382268
0.0,23,1603.630578
0.0,23,1603.87809
0.0,21,1604.104655
0.0,23,1604.337452
2.0,96,1605.369043
0.0,21,1605.596745
0.0,23,1605.844815
0.0,23,1606.094112
0.0,23,1606.354757
2.0,116,1607.584782
0.0,23,1607.829537
0.0,23,1608.076496
0.0,21,1608.303321
0.0,23,1608.563456
0.0,23,1608.809388
0.0,21,1609.055106
0.0,23,1609.315199
0.0,23,1609.579994
0.0,23,1609.816227
0.0,23,1610.041075
0.0,23,1610.259623
0.0,23,1610.483121
0.0,23,1610.7084
0.0,23,1610.94194
0.0,23,1611.185054
0.0,21,1611.39421
0.0,23,1611.61566
0.0,23,1611.834296
0.0,23,1612.07203
0.0,23,1612.302498
0.0,23,1612.543834
0.0,23,1612.782917
0.0,23,1613.021883
0.0,23,1613.273947
1.0,67,1613.968072
0.0,23,1614.209188
0.0,23,1614.4502
0.0,23,1614.687965
1.0,70,1615.424771
0.0,23,1615.662237
0.0,23,1615.901779
1.0,71,1616.633548
1.0,72,1617.375933
0.0,23,1617.62519
0.0,23,1617.864244
0.0,23,1618.104057
0.0,23,1618.342299
0.0,23,1618.578083
0.0,23,1618.804503
0.0,23,1619.021214
0.0,23,1619.278915
0.0,23,1619.51844
0.0,23,1619.745663
0.0,23,1619.961917
0.0,23,1620.183753
0.0,23,1620.412253
1.0,49,1620.898739
0.0,23,1621.123959
0.0,23,1621.357997
0.0,23,1621.589853
0.0,21,1621.800529
0.0,23,1622.033182
0.0,23,1622.262769
0.0,23,1622.499122
0.0,21,1622.7041
2.0,120,1623.95986
0.0,23,1624.213764
1.0,71,1624.987366
1.0,71,1625.772272
0.0,23,1626.02621
1.0,71,1626.799711
1.0,72,1627.577641
1.0,74,1628.380059
0.0,23,1628.644482
0.0,21,1628.875198
0.0,21,1629.109383
0.0,23,1629.35896
1.0,51,1629.919522
0.0,23,1630.182975
0.0,23,1630.438513
1.0,67,1631.168389
0.0,23,1631.419411
0.0,23,1631.674583
0.0,23,1631.926059
0.0,23,1632.156655
0.0,21,1632.369579
1.0,50,1632.897791
0.0,23,1633.143974
0.0,23,1633.404117
0.0,23,1633.652941
1.0,67,1634.369865
1.0,51,1634.92127
0.0,23,1635.16925
0.0,23,1635.425058
0.0,23,1635.673023
1.0,67,1636.389273
0.0,23,1636.642383
0.0,23,1636.893022
0.0,23,1637.135525
0.0,23,1637.364767
0.0,23,1637.597774
0.0,23,1637.832775
0.0,21,1638.069518
0.0,23,1638.338336
1.0,72,1639.136109
0.0,23,1639.391682
0.0,23,1639.646284
0.0,23,1639.898259
0.0,23,1640.173304
0.0,23,1640.432322
0.0,23,1640.687645
0.0,23,1640.947444
0.0,23,1641.205302
1.0,51,1641.786552
0.0,21,1642.021697
0.0,23,1642.280876
0.0,23,1642.541386
0.0,23,1642.792245
0.0,23,1643.027541
0.0,23,1643.257659
0.0,23,1643.494748
0.0,23,1643.729976
0.0,21,1643.942568
0.0,23,1644.191521
0.0,23,1644.441917
0.0,23,1644.690186
0.0,23,1644.941604
0.0,21,1645.170769
0.0,23,1645.425951
0.0,21,1645.651943
0.0,23,1645.897915
1.0,71,1646.660079
0.0,23,1646.915434
0.0,23,1647.172454
0.0,23,1647.418291
0.0,21,1647.64699
1.0,69,1648.387322
0.0,23,1648.650442
0.0,23,1648.881812
0.0,23,1649.126056
0.0,21,1649.352127
0.0,23,1649.600844
0.0,23,1649.85291
0.0,23,1650.101004
0.0,23,1650.331179
0.0,23,1650.565978
0.0,23,1650.797816
0.0,23,1651.034498
0.0,23,1651.290074
0.0,21,1651.514826
0.0,23,1651.758443
0.0,23,1652.001274
0.0,23,1652.244035
0.0,23,1652.462247
0.0,23,1652.683782
0.0,23,1652.904259
0.0,21,1653.117347
1.0,69,1653.839821
0.0,23,1654.064478
0.0,23,1654.28256
0.0,23,1654.500089
0.0,23,1654.715474
2.0,96,1655.653911
0.0,23,1655.897508
0.0,23,1656.134763
0.0,23,1656.380904
0.0,23,1656.628656
0.0,23,1656.876564
4.0,166,1658.664641
1.0,53,1659.272383
4.0,195,1661.485271
2.0,101,1662.629834
1.0,75,1663.481176
0.0,23,1663.755187
0.0,23,1664.018463
0.0,23,1664.286078
2.0,96,1665.562508
0.0,23,1665.867641
0.0,23,1666.109628
0.0,23,1666.329162
0.0,23,1666.565713
0.0,23,1666.805094
0.0,23,1667.037848
0.0,23,1667.294209
0.0,23,1667.549156
0.0,23,1667.803323
0.0,23,1668.055293
0.0,21,1668.285323
3.0,147,1669.904253
0.0,23,1670.154848
0.0,21,1670.387304
1.0,72,1671.261976
0.0,23,1671.533588
0.0,23,1671.757801
0.0,23,1671.970766
0.0,23,1672.189012
0.0,21,1672.388971
0.0,23,1672.61429
0.0,23,1672.849115
0.0,23,1673.080356
0.0,23,1673.30903
0.0,23,1673.545988
0.0,21,1673.764189
2.0,98,1674.785228
0.0,23,1675.030293
0.0,23,1675.271864
0.0,23,1675.510396
0.0,23,1675.759655
0.0,23,1676.082294
1.0,69,1676.970638
0.0,23,1677.223274
0.0,23,1677.485507
0.0,23,1677.74994
1.0,69,1678.502911
0.0,23,1678.75596
0.0,23,1679.008753
1.0,72,1679.801142
0.0,21,1680.033025
0.0,23,1680.295567
0.0,21,1680.525685
3.0,145,1682.11426
0.0,23,1682.366236
0.0,21,1682.598589
0.0,23,1682.857832
0.0,23,1683.115282
1.0,51,1683.667081
2.0,100,1684.750875
1.0,71,1685.533934
0.0,23,1685.794385
0.0,23,1686.046301
1.0,49,1686.583668
0.0,23,1686.838718
1.0,69,1687.482835
0.0,23,1687.711901
0.0,21,1687.93114
0.0,23,1688.169263
0.0,23,1688.406415
0.0,23,1688.648134
2.0,98,1689.665762
0.0,23,1689.91124
0.0,21,1690.131579
0.0,23,1690.373094
0.0,21,1690.591335
0.0,23,1690.811461
1.0,67,1691.476053
1.0,71,1692.17246
0.0,23,1692.399096
0.0,23,1692.623859
1.0,69,1693.331071
0.0,21,1693.546696
1.0,72,1694.288004
0.0,23,1694.528873
0.0,23,1694.76768
0.0,23,1695.018071
1.0,69,1695.78278
0.0,23,1696.054149
0.0,23,1696.323434
0.0,23,1696.591829
1.0,51,1697.074566
0.0,21,1697.267448
0.0,23,1697.489622
0.0,23,1697.716671
0.0,23,1697.940683
0.0,23,1698.17486
1.0,70,1698.877788
0.0,21,1699.106766
1.0,51,1699.659011
0.0,23,1699.906699
0.0,23,1700.165081
0.0,23,1700.416093
0.0,21,1700.641662
0.0,23,1700.886972
0.0,23,1701.13693
0.0,23,1701.400482
0.0,23,1701.651197
0.0,21,1701.878281
2.0,96,1702.917322
1.0,53,1703.490168
0.0,23,1703.75713
1.0,67,1704.479927
0.0,23,1704.726624
0.0,23,1704.971599
0.0,23,1705.223386
0.0,23,1705.486252
0.0,21,1705.710918
0.0,23,1705.956069
0.0,21,1706.181644
2.0,96,1707.210696
1.0,69,1708.142346
0.0,21,1708.368243
0.0,23,1708.615515
0.0,23,1708.862307
2.0,96,1709.909281
0.0,23,1710.188256
0.0,23,1710.449814
0.0,21,1710.695312
0.0,23,1710.959971
0.0,23,1711.222907
0.0,23,1711.503895
0.0,23,1711.769906
0.0,23,1712.034499
